median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude
1.92E+05,2.34E+00,1.60E+01,6.93E+02,1.85E+02,3.65E+02,1.76E+02,3.3890000000000001e+001 -1.1756000000000000e+002,
1.65E+05,5.70E+00,2.50E+01,3.00E+03,4.39E+02,1.40E+03,4.58E+02,3.3890000000000001e+001 -1.1755000000000000e+002,
2.21E+05,5.17E+00,2.00E+00,1.80E+04,3.22E+03,7.31E+03,2.46E+03,3.3890000000000001e+001 -1.1752000000000000e+002,
2.51E+05,7.24E+00,1.50E+01,1.86E+03,2.71E+02,1.01E+03,2.88E+02,3.3909999999999997e+001 -1.1759999999999999e+002,
1.54E+05,4.19E+00,2.50E+01,5.19E+03,9.34E+02,2.73E+03,8.60E+02,3.3930000000000000e+001 -1.1755000000000000e+002,
1.63E+05,4.82E+00,2.40E+01,2.81E+03,5.01E+02,1.65E+03,5.09E+02,3.3920000000000002e+001 -1.1755000000000000e+002,
1.99E+05,3.45E+00,2.10E+01,1.84E+03,3.24E+02,8.71E+02,3.07E+02,3.3899999999999999e+001 -1.1755000000000000e+002,
2.34E+05,6.16E+00,1.20E+01,2.29E+03,3.19E+02,7.28E+02,2.28E+02,3.3920000000000002e+001 -1.1753000000000000e+002,
2.46E+05,6.16E+00,1.60E+01,4.16E+03,5.86E+02,2.04E+03,5.94E+02,3.3920000000000002e+001 -1.1758000000000000e+002,
2.15E+05,5.37E+00,2.20E+01,2.62E+03,3.96E+02,1.32E+03,3.62E+02,3.3909999999999997e+001 -1.1756999999999999e+002,
2.44E+05,7.81E+00,1.70E+01,3.38E+02,4.70E+01,2.00E+02,4.60E+01,3.3930000000000000e+001 -1.1759000000000000e+002,
1.36E+05,4.37E+00,1.90E+01,4.74E+03,8.35E+02,2.90E+03,7.96E+02,3.3930000000000000e+001 -1.1750000000000000e+002,
1.39E+05,3.29E+00,1.70E+01,5.36E+03,1.02E+03,3.75E+03,9.36E+02,3.3909999999999997e+001 -1.1748999999999999e+002,
1.16E+05,2.98E+00,3.10E+01,2.53E+03,5.13E+02,1.50E+03,4.26E+02,3.3920000000000002e+001 -1.1750000000000000e+002,
1.47E+05,4.55E+00,2.80E+01,2.10E+03,3.37E+02,1.06E+03,3.48E+02,3.3920000000000002e+001 -1.1750000000000000e+002,
1.69E+05,5.00E+00,1.20E+01,9.02E+03,1.49E+03,4.29E+03,1.46E+03,3.3950000000000003e+001 -1.1751000000000001e+002,
9.96E+04,3.70E+00,3.40E+01,1.57E+03,2.96E+02,1.14E+03,3.28E+02,3.3950000000000003e+001 -1.1745999999999999e+002,
1.25E+05,4.13E+00,1.50E+01,6.25E+03,1.25E+03,3.80E+03,1.13E+03,3.3950000000000003e+001 -1.1747000000000000e+002,
1.39E+05,4.30E+00,1.20E+01,7.92E+03,1.47E+03,4.86E+03,1.39E+03,3.3960000000000001e+001 -1.1750000000000000e+002,
1.43E+05,4.82E+00,2.90E+01,9.32E+02,1.53E+02,7.11E+02,1.72E+02,3.3950000000000003e+001 -1.1750000000000000e+002,
8.58E+04,1.71E+00,2.60E+01,2.48E+03,6.20E+02,2.41E+03,5.52E+02,3.3939999999999998e+001 -1.1745999999999999e+002,
8.85E+04,3.07E+00,3.40E+01,5.59E+02,1.39E+02,5.32E+02,1.37E+02,3.3939999999999998e+001 -1.1747000000000000e+002,
1.13E+05,2.78E+00,1.90E+01,1.89E+03,4.65E+02,1.69E+03,4.16E+02,3.3939999999999998e+001 -1.1748000000000000e+002,
1.17E+05,3.20E+00,2.90E+01,1.63E+03,3.36E+02,1.05E+03,3.20E+02,3.3939999999999998e+001 -1.1748000000000000e+002,
1.27E+05,4.03E+00,2.80E+01,2.79E+03,4.90E+02,1.68E+03,4.67E+02,3.3939999999999998e+001 -1.1748999999999999e+002,
1.15E+05,3.01E+00,1.60E+01,4.11E+03,8.80E+02,2.82E+03,8.57E+02,3.3930000000000000e+001 -1.1745999999999999e+002,
1.33E+05,3.74E+00,1.90E+01,4.78E+03,8.61E+02,3.04E+03,7.66E+02,3.3930000000000000e+001 -1.1745999999999999e+002,
1.21E+05,3.52E+00,2.10E+01,7.13E+02,1.42E+02,4.76E+02,1.42E+02,3.3920000000000002e+001 -1.1745999999999999e+002,
1.11E+05,3.40E+00,3.30E+01,9.19E+02,2.08E+02,7.24E+02,2.35E+02,3.3930000000000000e+001 -1.1747000000000000e+002,
1.06E+05,3.23E+00,3.40E+01,2.09E+03,4.17E+02,1.50E+03,3.95E+02,3.3939999999999998e+001 -1.1747000000000000e+002,
1.05E+05,3.52E+00,3.50E+01,1.57E+03,2.94E+02,1.06E+03,2.79E+02,3.3939999999999998e+001 -1.1745999999999999e+002,
1.22E+05,2.68E+00,3.10E+01,2.19E+03,4.59E+02,1.56E+03,4.50E+02,3.3930000000000000e+001 -1.1748000000000000e+002,
1.26E+05,3.66E+00,1.80E+01,3.87E+03,7.73E+02,2.50E+03,7.26E+02,3.3920000000000002e+001 -1.1747000000000000e+002,
1.25E+05,3.95E+00,2.60E+01,2.97E+03,5.76E+02,2.16E+03,5.58E+02,3.3930000000000000e+001 -1.1748999999999999e+002,
1.27E+05,2.22E+00,2.10E+01,3.49E+03,7.60E+02,1.92E+03,6.69E+02,3.3909999999999997e+001 -1.1747000000000000e+002,
1.45E+05,3.32E+00,1.00E+01,9.74E+03,2.13E+03,4.94E+03,1.84E+03,3.3899999999999999e+001 -1.1745999999999999e+002,
1.50E+05,4.73E+00,1.40E+01,1.04E+04,1.80E+03,6.30E+03,1.86E+03,3.3890000000000001e+001 -1.1748000000000000e+002,
1.59E+05,3.61E+00,7.00E+00,1.02E+04,2.24E+03,5.27E+03,2.09E+03,3.3899999999999999e+001 -1.1748999999999999e+002,
1.41E+05,4.22E+00,2.20E+01,3.61E+03,6.66E+02,1.87E+03,6.49E+02,3.3909999999999997e+001 -1.1748000000000000e+002,
3.34E+05,6.81E+00,5.00E+00,2.59E+03,3.51E+02,1.11E+03,3.60E+02,3.3880000000000003e+001 -1.1744000000000000e+002,
1.58E+05,4.06E+00,1.60E+01,5.42E+03,1.01E+03,2.69E+03,1.09E+03,3.3890000000000001e+001 -1.1751000000000001e+002,
1.24E+05,4.13E+00,2.40E+01,3.04E+03,6.02E+02,2.54E+03,5.64E+02,3.3880000000000003e+001 -1.1751000000000001e+002,
1.03E+05,2.57E+00,2.10E+01,7.22E+02,1.78E+02,7.70E+02,1.65E+02,3.3880000000000003e+001 -1.1752000000000000e+002,
9.10E+04,3.13E+00,2.20E+01,2.86E+03,6.67E+02,2.45E+03,6.24E+02,3.3880000000000003e+001 -1.1753000000000000e+002,
2.40E+05,5.05E+00,4.00E+00,6.76E+03,1.02E+03,2.87E+03,8.50E+02,3.3869999999999997e+001 -1.1750000000000000e+002,
9.62E+04,2.49E+00,3.60E+01,8.38E+02,2.10E+02,7.22E+02,1.80E+02,3.3880000000000003e+001 -1.1756000000000000e+002,
1.08E+05,2.37E+00,1.40E+01,1.73E+03,4.04E+02,1.27E+03,3.51E+02,3.3890000000000001e+001 -1.1758000000000000e+002,
1.09E+05,2.24E+00,1.90E+01,2.47E+03,6.18E+02,2.14E+03,6.10E+02,3.3880000000000003e+001 -1.1755000000000000e+002,
1.38E+05,2.22E+00,3.30E+01,2.08E+03,5.17E+02,1.37E+03,4.80E+02,3.3869999999999997e+001 -1.1756999999999999e+002,
1.13E+05,2.07E+00,4.00E+01,1.20E+03,2.94E+02,1.05E+03,2.58E+02,3.3880000000000003e+001 -1.1756000000000000e+002,
1.19E+05,2.32E+00,3.50E+01,1.76E+03,4.46E+02,1.45E+03,4.28E+02,3.3880000000000003e+001 -1.1756999999999999e+002,
1.11E+05,2.30E+00,3.90E+01,6.79E+02,1.64E+02,7.69E+02,1.79E+02,3.3880000000000003e+001 -1.1756999999999999e+002,
1.14E+05,1.69E+00,4.20E+01,7.65E+02,1.71E+02,5.90E+02,1.77E+02,3.3869999999999997e+001 -1.1758000000000000e+002,
1.17E+05,2.44E+00,7.00E+00,3.59E+03,9.59E+02,2.70E+03,8.77E+02,3.3880000000000003e+001 -1.1759000000000000e+002,
1.07E+05,2.61E+00,1.30E+01,3.24E+03,8.49E+02,2.75E+03,8.13E+02,3.3880000000000003e+001 -1.1759000000000000e+002,
1.16E+05,2.30E+00,1.60E+01,1.74E+03,4.78E+02,1.24E+03,4.20E+02,3.3880000000000003e+001 -1.1758000000000000e+002,
1.23E+05,2.33E+00,3.70E+01,6.21E+02,1.56E+02,4.43E+02,1.35E+02,3.3869999999999997e+001 -1.1756999999999999e+002,
1.65E+05,5.19E+00,2.70E+01,1.79E+03,2.87E+02,9.39E+02,2.78E+02,3.3869999999999997e+001 -1.1756999999999999e+002,
1.64E+05,5.05E+00,1.70E+01,2.77E+03,4.49E+02,1.69E+03,4.61E+02,3.3869999999999997e+001 -1.1758000000000000e+002,
1.44E+05,3.29E+00,3.00E+01,7.01E+02,1.31E+02,3.56E+02,1.25E+02,3.3869999999999997e+001 -1.1758000000000000e+002,
1.42E+05,3.53E+00,3.40E+01,1.51E+03,2.72E+02,7.73E+02,2.65E+02,3.3869999999999997e+001 -1.1758000000000000e+002,
1.95E+05,4.87E+00,4.00E+00,8.21E+03,1.37E+03,3.89E+03,1.30E+03,3.3850000000000001e+001 -1.1755000000000000e+002,
3.39E+05,5.48E+00,2.80E+01,8.95E+02,1.27E+02,3.46E+02,1.15E+02,3.3829999999999998e+001 -1.1756000000000000e+002,
1.95E+05,5.29E+00,6.00E+00,1.64E+04,2.64E+03,8.22E+03,2.55E+03,3.3850000000000001e+001 -1.1758000000000000e+002,
2.17E+05,4.13E+00,6.00E+00,2.02E+02,2.90E+01,7.50E+01,2.80E+01,3.3820000000000000e+001 -1.1754000000000001e+002,
5.00E+05,4.24E+00,6.00E+00,5.02E+02,7.60E+01,2.28E+02,6.50E+01,3.3829999999999998e+001 -1.1755000000000000e+002,
2.21E+05,5.30E+00,9.00E+00,6.54E+03,9.55E+02,2.93E+03,8.92E+02,3.3850000000000001e+001 -1.1759999999999999e+002,
1.77E+05,5.29E+00,2.50E+01,6.96E+03,1.07E+03,3.24E+03,1.04E+03,3.3859999999999999e+001 -1.1756000000000000e+002,
1.37E+05,3.94E+00,1.80E+01,8.14E+03,1.58E+03,4.98E+03,1.52E+03,3.3869999999999997e+001 -1.1755000000000000e+002,
2.05E+05,5.54E+00,1.30E+01,8.01E+03,1.37E+03,3.92E+03,1.31E+03,3.3880000000000003e+001 -1.1764000000000000e+002,
1.50E+05,4.27E+00,1.80E+01,6.45E+03,1.17E+03,3.72E+03,1.11E+03,3.3869999999999997e+001 -1.1759999999999999e+002,
1.61E+05,5.20E+00,2.30E+01,2.95E+03,4.73E+02,1.67E+03,4.77E+02,3.3859999999999999e+001 -1.1759999999999999e+002,
1.38E+05,3.44E+00,1.50E+01,7.63E+03,1.57E+03,3.82E+03,1.42E+03,3.3869999999999997e+001 -1.1759999999999999e+002,
2.58E+05,6.23E+00,2.00E+00,1.75E+04,2.73E+03,5.96E+03,1.99E+03,3.3869999999999997e+001 -1.1764000000000000e+002,
1.11E+05,3.55E+00,2.00E+01,6.88E+02,1.46E+02,5.75E+02,1.44E+02,3.3840000000000003e+001 -1.1752000000000000e+002,
1.90E+05,4.46E+00,2.20E+01,2.40E+03,4.00E+02,1.35E+03,4.03E+02,3.3829999999999998e+001 -1.1752000000000000e+002,
1.96E+05,5.54E+00,7.00E+00,2.19E+03,3.24E+02,1.16E+03,3.10E+02,3.3829999999999998e+001 -1.1753000000000000e+002,
1.61E+05,4.80E+00,5.00E+00,5.85E+03,1.04E+03,3.26E+03,1.00E+03,3.3759999999999998e+001 -1.1754000000000001e+002,
2.15E+05,5.14E+00,1.40E+01,3.78E+03,5.80E+02,1.88E+03,5.59E+02,3.3820000000000000e+001 -1.1752000000000000e+002,
1.90E+05,4.69E+00,1.50E+01,2.86E+03,4.21E+02,1.36E+03,3.82E+02,3.3880000000000003e+001 -1.1736000000000000e+002,
1.88E+05,5.15E+00,2.00E+00,1.28E+04,1.84E+03,4.64E+03,1.45E+03,3.3899999999999999e+001 -1.1733000000000000e+002,
2.11E+05,5.36E+00,1.70E+01,2.68E+03,3.94E+02,1.23E+03,3.67E+02,3.3890000000000001e+001 -1.1734000000000000e+002,
2.68E+05,5.16E+00,1.20E+01,3.96E+03,5.24E+02,1.71E+03,5.49E+02,3.3890000000000001e+001 -1.1738000000000000e+002,
2.41E+05,5.03E+00,1.00E+01,5.60E+03,8.48E+02,2.57E+03,7.88E+02,3.3880000000000003e+001 -1.1736000000000000e+002,
1.10E+05,3.11E+00,1.60E+01,1.17E+03,2.35E+02,6.59E+02,2.16E+02,3.3859999999999999e+001 -1.1726000000000001e+002,
1.61E+05,5.10E+00,1.40E+01,2.30E+03,3.35E+02,1.00E+03,3.11E+02,3.3869999999999997e+001 -1.1733000000000000e+002,
1.28E+05,2.95E+00,1.50E+01,3.99E+03,7.51E+02,2.32E+03,6.57E+02,3.3850000000000001e+001 -1.1730000000000000e+002,
1.18E+05,2.32E+00,1.60E+01,3.50E+03,7.02E+02,2.37E+03,6.72E+02,3.3850000000000001e+001 -1.1728000000000000e+002,
2.95E+05,4.23E+00,1.30E+01,4.77E+03,7.18E+02,1.99E+03,6.62E+02,3.3810000000000002e+001 -1.1743000000000001e+002,
2.49E+05,4.49E+00,8.00E+00,1.95E+03,3.30E+02,9.73E+02,3.21E+02,3.3759999999999998e+001 -1.1740000000000001e+002,
2.24E+05,5.46E+00,9.00E+00,7.54E+03,1.13E+03,3.45E+03,1.08E+03,3.3850000000000001e+001 -1.1740000000000001e+002,
1.23E+05,2.72E+00,1.20E+01,1.16E+03,2.09E+02,5.23E+02,1.59E+02,3.3840000000000003e+001 -1.1726000000000001e+002,
1.74E+05,4.81E+00,1.50E+01,8.26E+02,1.38E+02,4.40E+02,1.34E+02,3.3869999999999997e+001 -1.1731999999999999e+002,
1.53E+05,2.54E+00,3.30E+01,6.98E+03,1.37E+03,5.65E+03,1.20E+03,3.3890000000000001e+001 -1.1728000000000000e+002,
1.85E+05,4.19E+00,1.50E+01,6.44E+03,1.30E+03,2.81E+03,1.21E+03,3.3960000000000001e+001 -1.1734000000000000e+002,
1.45E+05,3.76E+00,1.90E+01,3.22E+03,6.66E+02,1.36E+03,6.29E+02,3.3960000000000001e+001 -1.1731999999999999e+002,
2.37E+05,7.41E+00,2.00E+01,4.59E+03,5.94E+02,1.66E+03,5.95E+02,3.3939999999999998e+001 -1.1734000000000000e+002,
2.15E+05,5.56E+00,1.30E+01,7.91E+03,1.20E+03,3.38E+03,1.18E+03,3.3939999999999998e+001 -1.1734000000000000e+002,
2.17E+05,5.27E+00,7.00E+00,1.12E+04,1.79E+03,4.22E+03,1.64E+03,3.3939999999999998e+001 -1.1731000000000000e+002,
1.63E+05,1.95E+00,5.20E+01,1.42E+03,3.53E+02,8.81E+02,3.00E+02,3.3979999999999997e+001 -1.1733000000000000e+002,
1.63E+05,1.63E+00,8.00E+00,1.52E+02,1.90E+01,1.28E+03,2.00E+01,3.3969999999999999e+001 -1.1733000000000000e+002,
1.02E+05,3.17E+00,2.70E+01,3.21E+02,6.40E+01,2.14E+02,6.70E+01,3.4000000000000000e+001 -1.1734000000000000e+002,
1.03E+05,1.76E+00,1.00E+01,1.73E+04,4.95E+03,9.85E+03,4.62E+03,3.3979999999999997e+001 -1.1734000000000000e+002,
1.34E+05,4.71E+00,2.70E+01,5.46E+03,8.50E+02,2.40E+03,8.36E+02,3.3990000000000002e+001 -1.1731999999999999e+002,
1.40E+05,3.49E+00,2.80E+01,3.42E+03,6.91E+02,1.50E+03,6.56E+02,3.3969999999999999e+001 -1.1731000000000000e+002,
1.61E+05,4.67E+00,4.00E+00,1.88E+04,3.03E+03,8.81E+03,2.72E+03,3.3969999999999999e+001 -1.1729000000000001e+002,
9.53E+04,2.73E+00,2.30E+01,3.71E+03,7.69E+02,1.94E+03,6.58E+02,3.4009999999999998e+001 -1.1734999999999999e+002,
8.54E+04,2.27E+00,2.80E+01,2.68E+03,7.08E+02,2.05E+03,6.36E+02,3.4020000000000003e+001 -1.1734000000000000e+002,
1.30E+05,4.41E+00,2.30E+01,3.02E+03,5.27E+02,1.58E+03,5.33E+02,3.4009999999999998e+001 -1.1731999999999999e+002,
1.33E+05,4.79E+00,1.10E+01,6.62E+03,1.12E+03,3.71E+03,1.09E+03,3.3950000000000003e+001 -1.1723999999999999e+002,
1.42E+05,3.59E+00,7.00E+00,1.32E+04,2.70E+03,6.76E+03,2.44E+03,3.3939999999999998e+001 -1.1723000000000000e+002,
1.39E+05,4.28E+00,5.00E+00,1.31E+04,2.21E+03,6.78E+03,2.18E+03,3.3950000000000003e+001 -1.1725000000000000e+002,
1.63E+05,5.25E+00,5.00E+00,9.18E+03,1.36E+03,4.57E+03,1.29E+03,3.3960000000000001e+001 -1.1723000000000000e+002,
1.56E+05,5.22E+00,5.00E+00,8.40E+03,1.24E+03,3.96E+03,1.15E+03,3.3950000000000003e+001 -1.1720999999999999e+002,
2.23E+05,6.32E+00,5.00E+00,4.87E+03,6.39E+02,1.95E+03,5.68E+02,3.3939999999999998e+001 -1.1714000000000000e+002,
1.98E+05,5.64E+00,3.00E+00,1.84E+04,2.54E+03,8.44E+03,2.34E+03,3.3969999999999999e+001 -1.1720999999999999e+002,
1.36E+05,1.31E+00,1.00E+01,9.72E+02,2.12E+02,7.73E+02,2.19E+02,3.3939999999999998e+001 -1.1728000000000000e+002,
8.69E+04,2.16E+00,3.50E+01,3.62E+03,8.41E+02,2.72E+03,7.66E+02,3.3920000000000002e+001 -1.1728000000000000e+002,
1.27E+05,3.09E+00,1.30E+01,8.44E+03,1.74E+03,4.89E+03,1.47E+03,3.3920000000000002e+001 -1.1727000000000000e+002,
1.65E+05,3.10E+00,2.00E+00,3.37E+02,5.50E+01,1.15E+02,4.90E+01,3.3930000000000000e+001 -1.1727000000000000e+002,
1.14E+05,1.61E+00,1.50E+01,1.57E+03,4.23E+02,1.12E+03,3.69E+02,3.3939999999999998e+001 -1.1723999999999999e+002,
1.13E+05,3.27E+00,1.20E+01,7.11E+03,1.45E+03,4.52E+03,1.33E+03,3.3930000000000000e+001 -1.1723999999999999e+002,
1.38E+05,4.27E+00,8.00E+00,1.01E+04,1.76E+03,5.80E+03,1.70E+03,3.3930000000000000e+001 -1.1725000000000000e+002,
1.25E+05,4.15E+00,7.00E+00,9.81E+03,1.91E+03,5.60E+03,1.73E+03,3.3920000000000002e+001 -1.1725000000000000e+002,
1.27E+05,4.05E+00,9.00E+00,1.17E+04,2.10E+03,7.60E+03,2.13E+03,3.3909999999999997e+001 -1.1723000000000000e+002,
1.37E+05,4.20E+00,5.00E+00,1.18E+04,2.03E+03,6.69E+03,1.91E+03,3.3890000000000001e+001 -1.1723000000000000e+002,
1.14E+05,3.08E+00,8.00E+00,2.41E+03,5.37E+02,1.59E+03,5.17E+02,3.3939999999999998e+001 -1.1723000000000000e+002,
1.17E+05,3.21E+00,1.40E+01,5.10E+03,1.03E+03,3.51E+03,9.72E+02,3.3930000000000000e+001 -1.1722000000000000e+002,
1.31E+05,4.09E+00,5.00E+00,1.69E+04,2.87E+03,9.51E+03,2.69E+03,3.3920000000000002e+001 -1.1722000000000000e+002,
1.53E+05,5.02E+00,4.00E+00,1.00E+04,1.47E+03,5.44E+03,1.40E+03,3.3930000000000000e+001 -1.1720999999999999e+002,
1.44E+05,4.76E+00,1.20E+01,3.24E+03,5.02E+02,1.61E+03,5.02E+02,3.3920000000000002e+001 -1.1716000000000000e+002,
1.22E+05,4.05E+00,8.00E+00,8.30E+03,1.46E+03,5.16E+03,1.37E+03,3.3899999999999999e+001 -1.1722000000000000e+002,
2.44E+05,3.58E+00,4.00E+00,1.61E+03,2.39E+02,2.75E+02,8.40E+01,3.3890000000000001e+001 -1.1713000000000000e+002,
1.43E+05,4.19E+00,3.00E+00,2.11E+04,3.37E+03,9.62E+03,2.81E+03,3.3899999999999999e+001 -1.1719000000000000e+002,
5.00E+05,2.63E+00,1.60E+01,5.60E+01,7.00E+00,3.90E+01,1.40E+01,3.3869999999999997e+001 -1.1722000000000000e+002,
1.36E+05,2.82E+00,8.00E+00,1.03E+03,2.01E+02,6.06E+02,1.79E+02,3.3850000000000001e+001 -1.1723999999999999e+002,
1.88E+05,4.60E+00,7.00E+00,7.70E+01,1.20E+01,6.40E+01,1.50E+01,3.3829999999999998e+001 -1.1717000000000000e+002,
1.61E+05,3.66E+00,1.40E+01,1.27E+03,2.30E+02,6.21E+02,1.73E+02,3.3829999999999998e+001 -1.1720000000000000e+002,
1.00E+05,4.08E+00,2.00E+00,1.42E+03,2.51E+02,6.81E+02,1.92E+02,3.3829999999999998e+001 -1.1723000000000000e+002,
1.22E+05,3.91E+00,2.00E+00,4.20E+03,8.05E+02,1.94E+03,6.73E+02,3.3820000000000000e+001 -1.1720999999999999e+002,
1.14E+05,3.42E+00,4.00E+00,9.91E+03,1.95E+03,5.15E+03,1.66E+03,3.3810000000000002e+001 -1.1722000000000000e+002,
9.79E+04,2.18E+00,1.60E+01,8.48E+03,1.76E+03,2.71E+03,1.43E+03,3.3710000000000001e+001 -1.1720999999999999e+002,
1.10E+05,2.53E+00,8.00E+00,5.53E+03,1.07E+03,1.67E+03,9.18E+02,3.3719999999999999e+001 -1.1720000000000000e+002,
9.86E+04,1.99E+00,1.60E+01,5.37E+03,1.08E+03,1.57E+03,9.33E+02,3.3719999999999999e+001 -1.1720000000000000e+002,
8.33E+04,2.09E+00,2.40E+01,4.21E+03,9.20E+02,1.28E+03,8.29E+02,3.3710000000000001e+001 -1.1720000000000000e+002,
9.24E+04,2.33E+00,2.30E+01,6.32E+03,1.20E+03,1.98E+03,1.12E+03,3.3700000000000003e+001 -1.1720000000000000e+002,
8.35E+04,1.90E+00,2.40E+01,5.78E+03,1.26E+03,1.99E+03,1.15E+03,3.3700000000000003e+001 -1.1719000000000000e+002,
1.36E+05,4.59E+00,3.00E+00,6.48E+03,1.04E+03,3.30E+03,1.07E+03,3.3689999999999998e+001 -1.1719000000000000e+002,
2.29E+05,5.32E+00,8.00E+00,2.63E+04,4.07E+03,9.36E+03,3.36E+03,3.3680000000000000e+001 -1.1727000000000000e+002,
1.13E+05,3.58E+00,1.00E+01,5.16E+03,9.41E+02,2.29E+03,7.47E+02,3.3700000000000003e+001 -1.1725000000000000e+002,
1.26E+05,3.89E+00,1.00E+01,3.66E+03,6.50E+02,1.48E+03,5.15E+02,3.3680000000000000e+001 -1.1723000000000000e+002,
1.17E+05,3.13E+00,1.20E+01,1.87E+03,3.56E+02,1.01E+03,3.23E+02,3.3659999999999997e+001 -1.1722000000000000e+002,
1.77E+05,4.14E+00,2.00E+00,7.40E+03,1.19E+03,2.83E+03,8.39E+02,3.3659999999999997e+001 -1.1717000000000000e+002,
1.46E+05,2.38E+00,1.10E+01,9.39E+02,1.87E+02,5.57E+02,1.90E+02,3.3670000000000002e+001 -1.1706999999999999e+002,
1.40E+05,3.80E+00,1.40E+01,2.72E+03,5.00E+02,1.54E+03,4.64E+02,3.3829999999999998e+001 -1.1711000000000000e+002,
1.61E+05,4.19E+00,1.30E+01,1.91E+03,3.39E+02,9.30E+02,3.04E+02,3.3780000000000001e+001 -1.1711000000000000e+002,
1.48E+05,4.07E+00,6.00E+00,1.77E+03,2.93E+02,9.35E+02,2.79E+02,3.3820000000000000e+001 -1.1708000000000000e+002,
1.69E+05,1.34E+00,7.00E+00,1.70E+03,4.24E+02,8.08E+02,3.54E+02,3.3780000000000001e+001 -1.1718000000000001e+002,
9.61E+04,2.26E+00,1.70E+01,4.17E+03,8.51E+02,1.85E+03,7.80E+02,3.3750000000000000e+001 -1.1711000000000000e+002,
1.55E+05,2.63E+00,1.10E+01,4.93E+03,9.29E+02,2.51E+03,8.40E+02,3.3759999999999998e+001 -1.1716000000000000e+002,
1.09E+05,2.52E+00,7.00E+00,1.81E+03,3.86E+02,9.31E+02,3.55E+02,3.3740000000000002e+001 -1.1722000000000000e+002,
1.45E+05,2.58E+00,1.70E+01,2.81E+03,5.65E+02,1.35E+03,4.88E+02,3.3780000000000001e+001 -1.1706000000000000e+002,
1.49E+05,3.28E+00,1.30E+01,4.50E+03,7.56E+02,2.04E+03,6.95E+02,3.3810000000000002e+001 -1.1714000000000000e+002,
1.27E+05,4.07E+00,3.00E+00,5.28E+03,9.20E+02,2.70E+03,7.29E+02,3.3799999999999997e+001 -1.1722000000000000e+002,
9.05E+04,1.97E+00,1.30E+01,1.97E+03,4.26E+02,1.28E+03,4.08E+02,3.3710000000000001e+001 -1.1709000000000000e+002,
1.13E+05,2.80E+00,1.60E+01,4.93E+03,9.60E+02,2.13E+03,8.53E+02,3.3719999999999999e+001 -1.1706999999999999e+002,
7.13E+04,2.12E+00,1.80E+01,4.80E+03,1.04E+03,1.97E+03,9.44E+02,3.3740000000000002e+001 -1.1711000000000000e+002,
1.12E+05,3.13E+00,2.00E+00,6.31E+03,1.27E+03,2.49E+03,1.15E+03,3.3700000000000003e+001 -1.1715000000000001e+002,
1.41E+05,2.63E+00,1.00E+01,2.38E+03,4.54E+02,1.32E+03,4.77E+02,3.3729999999999997e+001 -1.1716000000000000e+002,
8.93E+04,2.30E+00,1.70E+01,3.32E+03,7.59E+02,2.02E+03,6.73E+02,3.3789999999999999e+001 -1.1723000000000000e+002,
8.15E+04,1.98E+00,2.30E+01,3.47E+03,7.03E+02,2.67E+03,6.07E+02,3.3780000000000001e+001 -1.1723000000000000e+002,
8.30E+04,2.00E+00,5.00E+00,2.11E+03,4.96E+02,1.67E+03,4.61E+02,3.3770000000000003e+001 -1.1723000000000000e+002,
1.18E+05,2.47E+00,1.50E+01,4.17E+03,8.04E+02,2.39E+03,7.13E+02,3.3829999999999998e+001 -1.1729000000000001e+002,
1.73E+05,4.10E+00,1.10E+01,3.20E+03,5.76E+02,1.76E+03,5.52E+02,3.3799999999999997e+001 -1.1731999999999999e+002,
1.47E+05,2.15E+00,2.20E+01,4.25E+03,9.22E+02,2.41E+03,8.46E+02,3.3810000000000002e+001 -1.1726000000000001e+002,
1.04E+05,2.84E+00,9.00E+00,6.91E+03,1.38E+03,3.67E+03,1.29E+03,3.3770000000000003e+001 -1.1723999999999999e+002,
1.29E+05,2.15E+00,1.90E+01,3.17E+03,6.78E+02,2.20E+03,6.06E+02,3.3750000000000000e+001 -1.1731000000000000e+002,
1.01E+05,2.09E+00,1.60E+01,2.88E+03,5.76E+02,1.86E+03,5.45E+02,3.3770000000000003e+001 -1.1727000000000000e+002,
1.10E+05,2.82E+00,1.90E+01,2.25E+03,4.27E+02,1.21E+03,3.68E+02,3.3719999999999999e+001 -1.1729000000000001e+002,
1.15E+05,2.17E+00,1.10E+01,1.16E+03,2.35E+02,6.40E+02,2.10E+02,3.3719999999999999e+001 -1.1728000000000000e+002,
1.69E+05,5.33E+00,5.00E+00,6.53E+03,9.97E+02,3.46E+03,1.01E+03,3.3689999999999998e+001 -1.1739000000000000e+002,
1.24E+05,3.25E+00,8.00E+00,4.35E+03,8.65E+02,2.43E+03,7.85E+02,3.3700000000000003e+001 -1.1737000000000000e+002,
1.54E+05,3.15E+00,1.00E+01,2.59E+03,4.86E+02,1.26E+03,4.25E+02,3.3710000000000001e+001 -1.1734000000000000e+002,
1.57E+05,3.18E+00,9.00E+00,9.81E+02,1.69E+02,5.96E+02,1.56E+02,3.3670000000000002e+001 -1.1731000000000000e+002,
1.11E+05,3.10E+00,1.10E+01,1.23E+03,2.36E+02,5.81E+02,1.90E+02,3.3689999999999998e+001 -1.1734999999999999e+002,
1.01E+05,1.92E+00,2.70E+01,4.38E+03,1.00E+03,2.67E+03,8.70E+02,3.3670000000000002e+001 -1.1733000000000000e+002,
